timestamp,symbol,price,assetAddress,configuration,aTokenAddress,stableDebtTokenAddress,variableDebtTokenAddress,ltv,liquidationThreshold,liquidationBonus,decimals,reserveIsActive,reserveIsFrozen,borrowingEnabled,stableRateBorrowingEnabled,assetIsPaused,borrowingInIsolationModeEnabled,siloedBorrowingEnabled,flashLoaningEnabled,reserveFactor,borrowCap,supplyCap,liquidationProtocolFee,eModeCategoryId,unbackedMintCap,debtCeilingForIsolationMode,virtualAccountingEnabled,collateralSupply,debtSupply
1727302495,WETH,2581.67,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,7237005577332262213973186942896404317902510153474528182451012586290352496498,0x4d5F47FA6A74757f35C14fD3a6Ef8E3C9BC514E8,0x102633152313C81cD80419b6EcF66d14Ad68949A,0xeA51d7853EEFb32b6ee06b1C12E6dcCA88Be0fFE,0.805,0.83,1.05,18,True,False,True,False,False,False,False,True,0.15,1400000,1800000,0.1,1,0,0,True,,
1727302495,wstETH,3044.73,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,7237005577332262213973186942896404272210297796733577324816922171670689750698,0x0B925eD163218f6662a35e0f0371Ac234f9E9371,0x39739943199c0fBFe9E5f1B5B160cd73a64CB85D,0xC96113eED8cAB59cD8A66813bCB0cEb29F06D2e4,0.785,0.81,1.06,18,True,False,True,False,False,False,False,True,0.05,48000,1250000,0.1,1,0,0,True,,
1727302495,WBTC,63285.0,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,7237005577332262213973186568751985015225513804541490498545344741744385203332,0x5Ee5bf7ae06D1Be5997A1A72006FE6C607eC6DE8,0xA1773F1ccF6DB192Ad8FE826D15fe1d328B03284,0x40aAbEf1aa8f0eEc637E0E7d92fbfFB2F26A8b7B,0.73,0.78,1.05,8,True,False,True,False,False,False,False,True,0.2,28000,43000,0.1,0,0,0,True,,
1727302495,USDC,0.99998,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,7237005577332262213973186574461162705163962882607671315109814208440733015372,0x98C23E9d8f34FEFb1B7BD6a91B7FF122F4e16F5c,0xB0fe3D292f4bd50De902Ba5bDF120Ad66E9d7a39,0x72E95b8931767C79bA4EeE721354d6E99a61D004,0.75,0.78,1.045,6,True,False,True,False,False,True,False,True,0.1,2100000000,2250000000,0.2,0,0,0,True,,
1727302495,DAI,0.999407,0x6B175474E89094C44Da98b954EedeAC495271d0F,7237005577332262213973186574461003862418464374035535262679469658146786777244,0x018008bfb33d285247A21d44E50697654f754e63,0x413AdaC9E2Ef8683ADf5DDAEce8f19613d60D1bb,0xcF8d0c70c850859266f5C338b38F9D663181C314,0.63,0.77,1.05,18,True,False,True,False,False,True,False,True,0.25,271000000,338000000,0.2,0,0,0,True,,
1727302495,LINK,12.2,0x514910771AF9Ca656af840dff83E8264EcF986CA,7237005577332262213973186568751986257804459629910345669476454749961209255092,0x5E8C8A7243651DB1384C0dDfDbE39761E8e7E51a,0x63B1129ca97D2b9F97f45670787Ac12a9dF1110a,0x4228F8895C7dDA20227F6a5c6751b8Ebf19a6ba8,0.53,0.68,1.07,18,True,False,True,False,False,False,False,True,0.2,13000000,15000000,0.1,0,0,0,True,,
1727302495,AAVE,165.11,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,7237005577332262213973186568751985165345200578466576934766848061255394269640,0xA700b4eB416Be35b2911fd5Dee80678ff64fF6C9,0x268497bF083388B1504270d0E717222d3A87D6F2,0xBae535520Abd9f8C85E58929e0006A2c8B372F74,0.66,0.73,1.075,18,True,False,False,False,False,False,False,False,0.0,0,1850000,0.1,0,0,0,True,,
1727302495,cbETH,2787.93,0xBe9895146f7AF43049ca1c1AE358B0541Ea49704,7237005577332262213973186942896404173348965610175332278668589047307230780698,0x977b6fc5dE62598B08C85AC8Cf2b745874E8b78c,0x82bE6012cea6D147B968eBAea5ceEcF6A5b4F493,0x0c91bcA95b5FE69164cE583A2ec9429A569798Ed,0.745,0.77,1.075,18,True,False,True,False,False,False,False,True,0.15,2400,60000,0.1,1,0,0,True,,
1727302495,USDT,0.99944,0xdAC17F958D2ee523a2206206994597C13D831ec7,7237005577332262213973186568752192703527557679023914501491526749220146519372,0x23878914EFE38d27C4D67Ab83ed1b93A74D4086a,0x822Fa72Df1F229C3900f5AD6C3Fa2C424D691622,0x6df1C1E379bC5a00a7b4C6e67A203333772f45A8,0.75,0.78,1.045,6,True,False,True,False,False,True,False,True,0.1,2250000000,2500000000,0.1,0,0,0,True,,
1727302495,rETH,2885.23,0xae78736Cd615f374D3085123A210448E74Fc6393,7237005577332262213973186942896404175841268102292359494132753055467940617498,0xCc9EE9483f662091a1de4795249E24aC0aC2630f,0x1d1906f909CAe494c7441604DAfDDDbD0485A925,0xae8593DD575FE29A9745056aA91C4b746eee62C8,0.745,0.77,1.075,18,True,False,True,False,False,False,False,True,0.15,19200,90000,0.1,1,0,0,True,,
1727302495,LUSD,0.999316,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,7237005577332262213973186568751986507034708833537442740869438520930468102144,0x3Fe6a295459FAe07DF8A0ceCC36F37160FE86AA9,0x37A6B708FDB1483C231961b9a7F145261E815fc3,0x33652e48e4B74D18520f11BfE58Edd2ED2cEc5A2,0.0,0.77,1.045,18,True,False,True,False,False,True,False,True,0.2,8000000,18000000,0.1,0,0,0,True,,
1727302495,CRV,0.303834,0xD533a949740bb3306d119CC777fa900bA034cd52,7237663779155190696390048556425008907237828634821456645045138708659257478572,0x7B95Ec873268a6BFC6427e7a28e396Db9D0ebc65,0x90D9CD005E553111EB8C9c31Abe9706a186b6048,0x1b7D3F4b3c032a5AE656e30eeA4e8E1Ba376068F,0.35,0.41,1.083,18,True,False,True,False,False,False,False,True,0.35,3500000,11500000,0.1,0,0,100000000,True,,
1727302495,MKR,1561.01,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,7244903999207404002975530420828260295946357567065651969905045434202492246372,0x8A458A9dc9048e005d22849F470891b840296619,0x0496372BE7e426D28E89DEBF01f19F014d5938bE,0x6Efc73E54E41b27d2134fF9f98F15550f30DF9B1,0.65,0.7,1.085,18,True,False,True,False,False,False,False,True,0.2,1980,22500,0.1,0,0,1200000000,True,,
1727302495,SNX,1.68,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,7239638384623976143640634519444077146306559757909621049756560431657672512292,0xC7B4c17861357B8ABB91F25581E7263E08DCB59c,0x478E1ec1A2BeEd94c1407c951E4B9e22d53b2501,0x8d0de040e8aAd872eC3c33A3776dE9152D3c34ca,0.49,0.65,1.085,18,True,False,True,False,False,False,False,True,0.35,150000,4500000,0.1,0,0,400000000,True,,
